,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlpclassifier__alpha,param_mlpclassifier__hidden_layer_sizes,param_mlpclassifier__max_iter,param_mlpclassifier__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
50,2.5841955661773683,0.09491333453160061,0.0014022350311279296,5.640312422538762e-05,1e-06,"(3, 1)",10000,adam,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (3, 1), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.85,0.9384210526315788,0.048683499283567064,205
246,0.023853302001953125,0.005458879724694607,0.006204414367675781,0.00847452605416806,0.0001,"(3, 2)",10000,lbfgs,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (3, 2), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.85,0.9384210526315788,0.048683499283567064,205
249,0.030312871932983397,0.01904454644335261,0.0026854515075683595,0.0026106787973301667,0.0001,"(3, 2)",100000,lbfgs,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (3, 2), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'lbfgs'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.85,0.9384210526315788,0.048683499283567064,205
149,2.2979624271392822,0.0712076580508083,0.0013697147369384766,4.2440114365905133e-05,1e-05,"(3, 1)",100000,adam,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (3, 1), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.85,0.9384210526315788,0.048683499283567064,205
53,2.54396333694458,0.15789057041241586,0.0013655662536621095,1.7945555966611238e-05,1e-06,"(3, 1)",100000,adam,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (3, 1), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.85,0.9384210526315788,0.048683499283567064,205
146,2.332956075668335,0.14983199989882282,0.0013400077819824218,3.366571646400625e-05,1e-05,"(3, 1)",10000,adam,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (3, 1), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,0.85,0.9384210526315788,0.048683499283567064,205
38,0.5289671897888184,0.036769670321215565,0.001523303985595703,0.00040210768593134587,1e-06,"(2, 3)",10000,adam,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (2, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
233,0.550578498840332,0.05572167497650125,0.0013869285583496093,4.5595058360441134e-05,0.0001,"(2, 3)",100000,adam,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (2, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
89,0.8819196701049805,0.11685655930712414,0.001713705062866211,0.0006507192902564964,1e-06,"(4, 3)",100000,adam,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
41,0.5343054294586181,0.0424966299610848,0.0013591289520263673,4.021594952065954e-05,1e-06,"(2, 3)",100000,adam,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (2, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
278,0.66615309715271,0.05769927047011586,0.0016333580017089844,0.0005636876651595944,0.0001,"(4, 3)",10000,adam,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
137,0.5565573215484619,0.05787589841318761,0.0014955997467041016,0.0002647120157984495,1e-05,"(2, 3)",100000,adam,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (2, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
281,0.6295641899108887,0.0351053025839244,0.0013393402099609376,1.2005127151198652e-05,0.0001,"(4, 3)",100000,adam,"{'mlpclassifier__alpha': 0.0001, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
85,1.0855638027191161,0.11523493233706464,0.0014850139617919923,0.0002251533266496326,1e-06,"(4, 3)",10000,sgd,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'sgd'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
185,0.6594030857086182,0.030054125120728366,0.0013854026794433594,6.690203758791346e-05,1e-05,"(4, 3)",100000,adam,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
184,0.91651291847229,0.06617708537920568,0.0013824462890625,4.192496992326754e-05,1e-05,"(4, 3)",100000,sgd,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'sgd'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
182,0.7159634113311768,0.04580059158546711,0.0014272689819335937,4.799564379265059e-05,1e-05,"(4, 3)",10000,adam,"{'mlpclassifier__alpha': 1e-05, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 10000, 'mlpclassifier__solver': 'adam'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
88,1.076807928085327,0.14017841160862038,0.001550436019897461,0.0002813464097307095,1e-06,"(4, 3)",100000,sgd,"{'mlpclassifier__alpha': 1e-06, 'mlpclassifier__hidden_layer_sizes': (4, 3), 'mlpclassifier__max_iter': 100000, 'mlpclassifier__solver': 'sgd'}",0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9378947368421052,0.0189473684210526,213
