,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
19,0.023561716079711914,0.0014810303601663184,0.004375743865966797,0.000259366646969097,gini,14,random,"{'criterion': 'gini', 'max_depth': 14, 'splitter': 'random'}",0.8838219326818675,0.9054347826086957,0.8891304347826087,0.907608695652174,0.6880434782608695,0.8548078647972431,0.08388233199968335,31
31,0.020287799835205077,0.0017333513001313093,0.0043811798095703125,0.00029145919950041417,entropy,10,random,"{'criterion': 'entropy', 'max_depth': 10, 'splitter': 'random'}",0.8501628664495114,0.9119565217391304,0.8913043478260869,0.8630434782608696,0.7456521739130435,0.8524238776377284,0.05757414607448762,32
5,0.016649675369262696,0.0019752607353590457,0.004279661178588867,0.0002201098296556517,gini,7,random,"{'criterion': 'gini', 'max_depth': 7, 'splitter': 'random'}",0.8555917480998915,0.8967391304347826,0.8945652173913043,0.8782608695652174,0.7358695652173913,0.8522053061417173,0.06000331420530455,33
27,0.01902637481689453,0.0019420279108955372,0.004212331771850586,0.0001373290518919537,entropy,8,random,"{'criterion': 'entropy', 'max_depth': 8, 'splitter': 'random'}",0.8642779587404995,0.8576086956521739,0.8934782608695652,0.8673913043478261,0.7717391304347826,0.8508990700089694,0.041413261308866564,34
37,0.02272348403930664,0.0013991707725955805,0.003935098648071289,0.0003541835224417544,entropy,13,random,"{'criterion': 'entropy', 'max_depth': 13, 'splitter': 'random'}",0.8686210640608035,0.9021739130434783,0.908695652173913,0.9282608695652174,0.592391304347826,0.8400285606382477,0.12530275063153146,35
3,0.015983772277832032,0.002095091064249391,0.0042592048645019535,0.00036810212149237403,gini,6,random,"{'criterion': 'gini', 'max_depth': 6, 'splitter': 'random'}",0.8501628664495114,0.8706521739130435,0.8336956521739131,0.8728260869565218,0.7695652173913043,0.8393803993768589,0.037734004512981964,36
1,0.016382694244384766,0.0018548555296062617,0.004044628143310547,0.0002263770334421996,gini,5,random,"{'criterion': 'gini', 'max_depth': 5, 'splitter': 'random'}",0.8425624321389794,0.8,0.8391304347826087,0.866304347826087,0.7217391304347827,0.8139472690364917,0.05077627444727809,37
21,0.015734434127807617,0.0023662600885465874,0.004845190048217774,0.000538212933804942,entropy,5,random,"{'criterion': 'entropy', 'max_depth': 5, 'splitter': 'random'}",0.8306188925081434,0.8847826086956522,0.8293478260869566,0.8815217391304347,0.6402173913043478,0.8132976915451071,0.08975414776152695,38
25,0.01981210708618164,0.0007539933490936227,0.004157733917236328,0.00017830129253789675,entropy,7,random,"{'criterion': 'entropy', 'max_depth': 7, 'splitter': 'random'}",0.8132464712269273,0.8293478260869566,0.8326086956521739,0.8521739130434782,0.6934782608695652,0.8041710333758202,0.05671349299886573,39
23,0.017598581314086915,0.0019221184679755264,0.0041008472442626955,0.0001240875050971193,entropy,6,random,"{'criterion': 'entropy', 'max_depth': 6, 'splitter': 'random'}",0.8490770901194354,0.7945652173913044,0.8239130434782609,0.8630434782608696,0.6489130434782608,0.7959023745456262,0.0771073630665673,40
