,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__cat__imputer,param_columntransformer__num__imputer,param_columntransformer__num__scaler,param_decisiontreeclassifier__criterion,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
93,0.020587635040283204,0.0001109799329064891,0.007254886627197266,3.6926227660194805e-05,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,11,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'random'}",0.6739130434782609,0.8478260869565217,0.8695652173913043,0.644927536231884,0.855072463768116,0.7782608695652173,0.09771598742630479,151
49,0.021024274826049804,0.0016556275762621873,0.00868682861328125,0.001126215956182609,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,9,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__splitter': 'random'}",0.6304347826086957,0.8695652173913043,0.8405797101449275,0.7101449275362319,0.8405797101449275,0.7782608695652173,0.09229961349617771,151
50,0.01986212730407715,0.0006175644377481661,0.008169078826904297,0.0007532173484017466,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,10,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 10, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8695652173913043,0.8405797101449275,0.6956521739130435,0.8405797101449275,0.7782608695652173,0.09022830386245438,151
97,0.02296147346496582,0.0018038201481321138,0.007537555694580078,0.00046000610401598907,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,13,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'random'}",0.644927536231884,0.8985507246376812,0.7971014492753623,0.6956521739130435,0.8478260869565217,0.7768115942028986,0.09408018763546366,154
135,0.022138690948486327,0.0003720516419032309,0.007594776153564453,9.08388428072484e-05,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,12,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'random'}",0.644927536231884,0.855072463768116,0.8115942028985508,0.7318840579710145,0.8333333333333334,0.7753623188405798,0.07737013226109647,155
134,0.022608423233032228,0.0002350778463470558,0.007239437103271485,0.000423511468559171,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,12,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'best'}",0.6304347826086957,0.855072463768116,0.8333333333333334,0.717391304347826,0.8405797101449275,0.7753623188405797,0.0875583041564824,156
79,0.018644952774047853,0.0010137687912841324,0.0071599483489990234,0.000911201886134994,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,entropy,14,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'random'}",0.6159420289855072,0.8913043478260869,0.7971014492753623,0.6884057971014492,0.8840579710144928,0.7753623188405797,0.10835696024648549,156
52,0.022306299209594725,0.005317417457125101,0.011603641510009765,0.00683603412469946,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,11,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'best'}",0.6304347826086957,0.8695652173913043,0.8260869565217391,0.6884057971014492,0.8260869565217391,0.7681159420289856,0.09200330578610943,158
37,0.02371525764465332,0.010804134059536766,0.007817411422729492,0.00028621784896613796,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,entropy,13,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'random'}",0.6014492753623188,0.8768115942028986,0.8768115942028986,0.6521739130434783,0.8260869565217391,0.7666666666666666,0.11679037459655525,159
59,0.019179439544677733,0.0041521974538508595,0.007574272155761719,0.0008588220110146387,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,14,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'random'}",0.6304347826086957,0.8985507246376812,0.8188405797101449,0.644927536231884,0.8333333333333334,0.765217391304348,0.10763736016015733,160
