,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__cat__imputer,param_columntransformer__num__imputer,param_columntransformer__num__scaler,param_decisiontreeclassifier__criterion,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
27,0.020439767837524415,0.0046934494444875055,0.010631179809570313,0.005387981864626322,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,entropy,8,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 8, 'decisiontreeclassifier__splitter': 'random'}",0.6304347826086957,0.8985507246376812,0.8405797101449275,0.7463768115942029,0.8623188405797102,0.7956521739130435,0.09672216645486134,105
96,0.025997638702392578,0.004032557757654155,0.010903501510620117,0.004889668213396064,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,13,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'best'}",0.6521739130434783,0.8695652173913043,0.8405797101449275,0.7463768115942029,0.8695652173913043,0.7956521739130434,0.08480428312074081,108
99,0.023111391067504882,0.003054326356360715,0.007324361801147461,0.00021034235620480743,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,14,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'random'}",0.6376811594202898,0.8985507246376812,0.8913043478260869,0.7318840579710145,0.8188405797101449,0.7956521739130434,0.09929387323455444,108
17,0.015230560302734375,0.0023550937020742,0.0072667598724365234,0.0007478098520512852,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,13,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'random'}",0.6739130434782609,0.927536231884058,0.8768115942028986,0.6376811594202898,0.8623188405797102,0.7956521739130433,0.11679037459655527,110
98,0.022871875762939455,0.0004870800100542251,0.007613277435302735,0.00022570096494157918,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,14,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'best'}",0.6376811594202898,0.8623188405797102,0.8478260869565217,0.7536231884057971,0.8768115942028986,0.7956521739130433,0.08997187359518122,110
92,0.021026992797851564,0.001463249362994159,0.007015848159790039,0.00010024389609033188,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,11,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8695652173913043,0.8478260869565217,0.7536231884057971,0.8623188405797102,0.7956521739130433,0.08615573303015565,110
42,0.019171953201293945,0.0009101023229147199,0.007913541793823243,0.00022052650941317787,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,6,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 6, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8840579710144928,0.8478260869565217,0.7246376811594203,0.8695652173913043,0.7942028985507246,0.09354283804698509,113
53,0.024281787872314452,0.008434781992879607,0.007871294021606445,0.00018649366435909118,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,11,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'random'}",0.644927536231884,0.9130434782608695,0.8695652173913043,0.7101449275362319,0.8260869565217391,0.7927536231884058,0.10015740604736807,114
48,0.02420668601989746,0.0053463866785851,0.008900690078735351,0.000646362879767941,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,9,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__splitter': 'best'}",0.6521739130434783,0.8695652173913043,0.8840579710144928,0.7101449275362319,0.8478260869565217,0.7927536231884058,0.09365504012407833,114
12,0.02088170051574707,0.0013297434418892459,0.008365488052368164,0.00048799505451821006,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,11,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8623188405797102,0.8478260869565217,0.7536231884057971,0.855072463768116,0.7927536231884058,0.08383278182017145,114
155,0.021915388107299805,0.0005440730655714991,0.007558488845825195,0.00022358530793719324,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,entropy,12,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'random'}",0.644927536231884,0.8840579710144928,0.8623188405797102,0.6884057971014492,0.8840579710144928,0.7927536231884058,0.1041665091366169,114
35,0.020238971710205077,0.0016859149983840915,0.00824432373046875,0.00027639130331903977,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,entropy,12,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'random'}",0.6594202898550725,0.9057971014492754,0.8260869565217391,0.7101449275362319,0.8623188405797102,0.7927536231884058,0.09309267740725637,114
55,0.019462728500366212,0.0010570271891445192,0.007565164566040039,0.00017297635807355093,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,12,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'random'}",0.6594202898550725,0.8985507246376812,0.8623188405797102,0.7028985507246377,0.8405797101449275,0.7927536231884058,0.09399084270777368,114
69,0.01838369369506836,0.0009051082907538563,0.007628726959228516,0.00025160918914834507,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,entropy,9,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__splitter': 'random'}",0.644927536231884,0.9057971014492754,0.8405797101449275,0.717391304347826,0.855072463768116,0.7927536231884058,0.09641766596220232,114
129,0.027225780487060546,0.010335936987162953,0.00975031852722168,0.005160854544792054,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,9,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__splitter': 'random'}",0.6231884057971014,0.9057971014492754,0.8188405797101449,0.7536231884057971,0.8623188405797102,0.7927536231884058,0.09857203520656205,114
77,0.020216083526611327,0.0013410737699588993,0.008561944961547852,0.0004421233925148776,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,entropy,13,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'random'}",0.6304347826086957,0.8333333333333334,0.8913043478260869,0.7101449275362319,0.8913043478260869,0.791304347826087,0.10414634332302421,122
90,0.022265625,0.00036730343807444556,0.00739445686340332,7.595742035721305e-05,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,10,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 10, 'decisiontreeclassifier__splitter': 'best'}",0.6594202898550725,0.8695652173913043,0.8478260869565217,0.7318840579710145,0.8478260869565217,0.7913043478260869,0.08177817959226596,123
126,0.02466578483581543,0.001520423924034339,0.0077153205871582035,0.0007133538008805858,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,8,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 8, 'decisiontreeclassifier__splitter': 'best'}",0.6376811594202898,0.8840579710144928,0.9057971014492754,0.6666666666666666,0.8623188405797102,0.7913043478260869,0.1147950512945673,123
5,0.019221115112304687,0.0009870937403469993,0.008249616622924805,0.0004113394944546861,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,7,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 7, 'decisiontreeclassifier__splitter': 'random'}",0.6231884057971014,0.8913043478260869,0.9057971014492754,0.6956521739130435,0.8333333333333334,0.7898550724637682,0.11160361338074468,125
151,0.02230362892150879,0.0008147631337395917,0.007708263397216797,0.00034751411192840133,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,entropy,10,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 10, 'decisiontreeclassifier__splitter': 'random'}",0.6086956521739131,0.9202898550724637,0.8405797101449275,0.6956521739130435,0.8840579710144928,0.7898550724637682,0.11845111154610172,125
128,0.020949888229370116,0.0024434108969740827,0.006612730026245117,0.0011049289355993905,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,9,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8695652173913043,0.8768115942028986,0.7101449275362319,0.8478260869565217,0.7898550724637682,0.09448119427829925,125
7,0.019396543502807617,0.002608037727153139,0.007740020751953125,0.0004732144546799557,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,8,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 8, 'decisiontreeclassifier__splitter': 'random'}",0.6231884057971014,0.9057971014492754,0.8405797101449275,0.7246376811594203,0.855072463768116,0.7898550724637682,0.10227407979349189,125
124,0.023584556579589844,0.0015478755999546602,0.007422065734863282,0.00017189504032197922,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,7,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 7, 'decisiontreeclassifier__splitter': 'best'}",0.6666666666666666,0.8840579710144928,0.8260869565217391,0.6956521739130435,0.8768115942028986,0.7898550724637681,0.09143078432224643,129
153,0.019873332977294923,0.001939929066954111,0.006937932968139648,0.0008567558075323654,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,entropy,11,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'random'}",0.6159420289855072,0.8840579710144928,0.8768115942028986,0.7028985507246377,0.8695652173913043,0.7898550724637681,0.11008770443381417,129
16,0.018891382217407226,0.0008351674311675751,0.007459592819213867,0.0004498504444927965,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,13,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'best'}",0.6376811594202898,0.855072463768116,0.8405797101449275,0.7753623188405797,0.8405797101449275,0.789855072463768,0.08095211619576198,131
10,0.02850761413574219,0.008533657800387581,0.00921459197998047,0.0021130121712177857,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,10,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 10, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8623188405797102,0.8333333333333334,0.7463768115942029,0.855072463768116,0.7884057971014494,0.08279917018600408,132
119,0.021909666061401368,0.0019937135206417656,0.007012748718261718,0.000117954671075672,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,entropy,14,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'random'}",0.6304347826086957,0.8985507246376812,0.8623188405797102,0.7028985507246377,0.8478260869565217,0.7884057971014492,0.1033364838839182,133
19,0.024776220321655273,0.008989635779549412,0.008781003952026366,0.0014997451295957669,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,14,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'random'}",0.6884057971014492,0.8985507246376812,0.8043478260869565,0.7101449275362319,0.8405797101449275,0.7884057971014492,0.0790353519097738,133
130,0.029001665115356446,0.00905652900098456,0.007669830322265625,0.001889928912369869,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,10,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 10, 'decisiontreeclassifier__splitter': 'best'}",0.6376811594202898,0.8695652173913043,0.8478260869565217,0.7101449275362319,0.8623188405797102,0.7855072463768117,0.09421404616315948,135
115,0.023780393600463866,0.005546228204885478,0.007235908508300781,0.00010687713225881128,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,entropy,12,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'random'}",0.6376811594202898,0.8623188405797102,0.8840579710144928,0.7246376811594203,0.8188405797101449,0.7855072463768116,0.09195763524182789,136
58,0.021175527572631837,0.0006168868061214523,0.008115720748901368,0.0006641420805804303,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,14,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'best'}",0.6594202898550725,0.8768115942028986,0.8623188405797102,0.6811594202898551,0.8405797101449275,0.7840579710144928,0.09385666584749087,137
39,0.017485761642456056,0.002815184220990532,0.0071865558624267575,0.0009614280400787272,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,entropy,14,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'random'}",0.6521739130434783,0.8840579710144928,0.8188405797101449,0.7391304347826086,0.8260869565217391,0.7840579710144928,0.08048372972124536,137
18,0.029994869232177736,0.00953264141399515,0.012670373916625977,0.005461492160507153,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,14,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'best'}",0.6376811594202898,0.855072463768116,0.8623188405797102,0.7246376811594203,0.8405797101449275,0.7840579710144928,0.08867860023639627,137
56,0.021033287048339844,0.0030909839374845443,0.008082437515258788,0.0006026555693023156,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,13,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'best'}",0.6594202898550725,0.8695652173913043,0.8260869565217391,0.7246376811594203,0.8333333333333334,0.7826086956521741,0.07818031280731115,140
57,0.02472224235534668,0.009630774364698398,0.00960540771484375,0.0026372466854731563,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,13,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'random'}",0.6884057971014492,0.8913043478260869,0.8768115942028986,0.6231884057971014,0.8333333333333334,0.782608695652174,0.10728553926563333,141
133,0.02639141082763672,0.0106844913323741,0.007165288925170899,7.17576711665244e-05,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,11,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'random'}",0.6014492753623188,0.8840579710144928,0.8405797101449275,0.7101449275362319,0.8768115942028986,0.782608695652174,0.11008770443381416,141
13,0.017814254760742186,0.00229940506489452,0.0077171802520751955,0.0016145047899921911,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='median'),passthrough,gini,11,random,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'random'}",0.6521739130434783,0.927536231884058,0.8188405797101449,0.6956521739130435,0.8188405797101449,0.782608695652174,0.09818773730988013,141
132,0.025063705444335938,0.005359094940187837,0.00986175537109375,0.005295976604554135,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,11,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 11, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8623188405797102,0.855072463768116,0.6956521739130435,0.855072463768116,0.7826086956521738,0.09313779138005585,144
136,0.01863231658935547,0.003152744055123455,0.005795621871948242,0.0010554138188856583,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,13,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8768115942028986,0.8333333333333334,0.6956521739130435,0.855072463768116,0.7811594202898551,0.0929572041207222,145
137,0.021064043045043945,0.0005590672579199712,0.007144641876220703,9.45767046511904e-05,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,13,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 13, 'decisiontreeclassifier__splitter': 'random'}",0.6086956521739131,0.9130434782608695,0.855072463768116,0.7391304347826086,0.7898550724637681,0.781159420289855,0.1043478260869565,146
54,0.021123218536376952,0.0037483947250026655,0.008074808120727538,0.001354785840236864,"SimpleImputer(fill_value='missing', strategy='constant')",SimpleImputer(strategy='most_frequent'),passthrough,gini,12,best,"{'columntransformer__cat__imputer': SimpleImputer(fill_value='missing', strategy='constant'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'best'}",0.644927536231884,0.8768115942028986,0.855072463768116,0.6956521739130435,0.8260869565217391,0.7797101449275362,0.0921857617031261,147
95,0.020250701904296876,0.0016846173787258265,0.007032155990600586,0.00018970323763640559,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='median'),passthrough,gini,12,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='median'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 12, 'decisiontreeclassifier__splitter': 'random'}",0.6521739130434783,0.8985507246376812,0.8260869565217391,0.6884057971014492,0.8333333333333334,0.7797101449275362,0.09354283804698509,147
149,0.02433786392211914,0.00759915844311427,0.007855844497680665,0.0022246250793440917,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,entropy,9,random,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__splitter': 'random'}",0.6159420289855072,0.8695652173913043,0.8478260869565217,0.717391304347826,0.8478260869565217,0.7797101449275361,0.09803788130601604,149
138,0.023408031463623045,0.0005359759024186391,0.0071276664733886715,7.87068227991468e-05,SimpleImputer(strategy='most_frequent'),SimpleImputer(strategy='most_frequent'),passthrough,gini,14,best,"{'columntransformer__cat__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__imputer': SimpleImputer(strategy='most_frequent'), 'columntransformer__num__scaler': 'passthrough', 'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 14, 'decisiontreeclassifier__splitter': 'best'}",0.6376811594202898,0.8695652173913043,0.8405797101449275,0.6956521739130435,0.855072463768116,0.7797101449275361,0.09454786336405852,149
