,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_perceptron__alpha,param_perceptron__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0026218414306640623,0.00043439277305771574,0.000622415542602539,0.00011013396266645082,1e-06,1000,"{'perceptron__alpha': 1e-06, 'perceptron__max_iter': 1000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
1,0.00236363410949707,0.0004382278348668056,0.0005573749542236329,8.571264308622004e-05,1e-06,10000,"{'perceptron__alpha': 1e-06, 'perceptron__max_iter': 10000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
2,0.002530193328857422,0.000827339149946337,0.0005448341369628906,9.191800307143016e-05,1e-06,100000,"{'perceptron__alpha': 1e-06, 'perceptron__max_iter': 100000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
3,0.0024826526641845703,0.0005511196122244024,0.0005638599395751953,9.293469359616893e-05,1e-05,1000,"{'perceptron__alpha': 1e-05, 'perceptron__max_iter': 1000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
4,0.0022043228149414063,0.00036598917211858587,0.0005858898162841797,9.8565896976383e-05,1e-05,10000,"{'perceptron__alpha': 1e-05, 'perceptron__max_iter': 10000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
5,0.0022316932678222655,0.0002541254682200938,0.0005135536193847656,8.664224327061005e-05,1e-05,100000,"{'perceptron__alpha': 1e-05, 'perceptron__max_iter': 100000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
6,0.0025108814239501952,0.000550095610669123,0.0006016731262207031,0.00010635548974002523,0.0001,1000,"{'perceptron__alpha': 0.0001, 'perceptron__max_iter': 1000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
7,0.001932525634765625,7.152026474641115e-05,0.0004922866821289063,3.265739303149438e-05,0.0001,10000,"{'perceptron__alpha': 0.0001, 'perceptron__max_iter': 10000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
8,0.002357006072998047,0.0005964915902174207,0.000542593002319336,8.469296441884666e-05,0.0001,100000,"{'perceptron__alpha': 0.0001, 'perceptron__max_iter': 100000}",1.0,0.9649122807017544,1.0,0.9824561403508771,0.9473684210526315,0.9789473684210526,0.020459480332790544,1
