,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kneighborsclassifier__n_neighbors,param_kneighborsclassifier__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
26,0.0015791893005371095,0.00033636397329825536,0.004517269134521484,0.001014552521040045,27,uniform,"{'kneighborsclassifier__n_neighbors': 27, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9473684210526315,0.9824561403508771,1.0,0.9298245614035088,0.9578947368421054,0.028505397911003365,28
28,0.001472616195678711,0.00021226745525843927,0.004612350463867187,0.0009232445967654281,29,uniform,"{'kneighborsclassifier__n_neighbors': 29, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9473684210526315,0.9824561403508771,1.0,0.9298245614035088,0.9578947368421054,0.028505397911003365,28
30,0.0020633220672607424,0.0005937638712872592,0.0052239418029785155,0.0008930504444380978,31,uniform,"{'kneighborsclassifier__n_neighbors': 31, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9473684210526315,0.9824561403508771,1.0,0.9298245614035088,0.9578947368421054,0.028505397911003365,28
31,0.0019654750823974608,8.990554394890591e-05,0.0032644748687744142,0.00010160004588464444,31,distance,"{'kneighborsclassifier__n_neighbors': 31, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9473684210526315,0.9824561403508771,1.0,0.9298245614035088,0.9578947368421054,0.028505397911003365,28
33,0.0015332221984863282,0.0003430141412954801,0.002606916427612305,0.00036470488470444846,33,distance,"{'kneighborsclassifier__n_neighbors': 33, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9473684210526315,0.9824561403508771,1.0,0.9298245614035088,0.9578947368421054,0.028505397911003365,28
35,0.00196533203125,0.00023088533983564938,0.0033240318298339844,9.598413387265794e-05,35,distance,"{'kneighborsclassifier__n_neighbors': 35, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9473684210526315,0.9824561403508771,0.9824561403508771,0.9298245614035088,0.9543859649122807,0.023797649063597406,34
39,0.001707315444946289,0.00021256141531189043,0.003172779083251953,0.00029064469080036705,39,distance,"{'kneighborsclassifier__n_neighbors': 39, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9473684210526315,0.9824561403508771,0.9649122807017544,0.9298245614035088,0.9508771929824562,0.020459480332790513,35
32,0.0017850875854492187,0.00026302073119827113,0.005580711364746094,0.00016995545288357576,33,uniform,"{'kneighborsclassifier__n_neighbors': 33, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9824561403508771,0.9298245614035088,0.9508771929824562,0.025784102555612372,35
37,0.0018140792846679688,4.7251988060788764e-05,0.003358793258666992,7.048233896162165e-05,37,distance,"{'kneighborsclassifier__n_neighbors': 37, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9649122807017544,0.9298245614035088,0.9473684210526315,0.02219142217662019,37
34,0.0018990039825439453,0.00019009793747948528,0.005367422103881836,0.000730166240165274,35,uniform,"{'kneighborsclassifier__n_neighbors': 35, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9473684210526315,0.9298245614035088,0.9438596491228071,0.020459480332790506,38
38,0.001745462417602539,0.0003057562998868612,0.005086708068847656,0.0005968514994792249,39,uniform,"{'kneighborsclassifier__n_neighbors': 39, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9473684210526315,0.9298245614035088,0.9438596491228071,0.020459480332790506,38
41,0.0016746044158935547,0.00030133363441808527,0.002891731262207031,0.0006327176922336004,41,distance,"{'kneighborsclassifier__n_neighbors': 41, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9122807017543859,0.9824561403508771,0.9649122807017544,0.9298245614035088,0.9438596491228071,0.0257841025556124,38
43,0.0014126300811767578,0.00016996452321558272,0.002455329895019531,0.00030924287101212955,43,distance,"{'kneighborsclassifier__n_neighbors': 43, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9473684210526315,0.9298245614035088,0.9438596491228071,0.020459480332790506,38
47,0.0015711307525634766,0.0002744262431069913,0.003026533126831055,0.0003305643257265989,47,distance,"{'kneighborsclassifier__n_neighbors': 47, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9473684210526315,0.9298245614035088,0.9438596491228071,0.020459480332790506,38
45,0.0015976428985595703,0.00028886919408601666,0.0032196998596191405,0.00024965499663098404,45,distance,"{'kneighborsclassifier__n_neighbors': 45, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9473684210526315,0.9122807017543859,0.9403508771929824,0.02379764906359742,43
49,0.001913309097290039,0.0002902409898283422,0.002948951721191406,0.000496615276049051,49,distance,"{'kneighborsclassifier__n_neighbors': 49, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9473684210526315,0.9122807017543859,0.9403508771929824,0.02379764906359742,43
36,0.0017132759094238281,0.0003305341834276224,0.004959869384765625,0.0010982843950080633,37,uniform,"{'kneighborsclassifier__n_neighbors': 37, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9122807017543859,0.9824561403508771,0.9473684210526315,0.9298245614035088,0.9403508771929824,0.02379764906359742,43
51,0.0012691974639892577,3.1228137937267484e-05,0.002342510223388672,9.409453148368222e-05,51,distance,"{'kneighborsclassifier__n_neighbors': 51, 'kneighborsclassifier__weights': 'distance'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9473684210526315,0.9122807017543859,0.9403508771929824,0.02379764906359742,43
40,0.001622486114501953,0.00033870409623705533,0.0050503253936767575,0.0008988799659605506,41,uniform,"{'kneighborsclassifier__n_neighbors': 41, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9122807017543859,0.9824561403508771,0.9473684210526315,0.9122807017543859,0.9368421052631579,0.02625724481946625,47
42,0.0017565250396728515,0.000316633718256828,0.004562854766845703,0.000774924275625006,43,uniform,"{'kneighborsclassifier__n_neighbors': 43, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9824561403508771,0.9298245614035088,0.9122807017543859,0.9368421052631579,0.02379764906359742,47
44,0.0017172336578369141,0.0002623040683171876,0.0050753593444824215,0.0008020083991554466,45,uniform,"{'kneighborsclassifier__n_neighbors': 45, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9649122807017544,0.9473684210526315,0.9122807017543859,0.9368421052631579,0.01789129653892206,47
48,0.0014127731323242188,0.00019988002414821545,0.004594659805297852,0.0005461821655317641,49,uniform,"{'kneighborsclassifier__n_neighbors': 49, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9649122807017544,0.9473684210526315,0.9122807017543859,0.9368421052631579,0.01789129653892206,47
46,0.0018062591552734375,0.00021756799878861862,0.0051287651062011715,0.0004547654400834509,47,uniform,"{'kneighborsclassifier__n_neighbors': 47, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9649122807017544,0.9473684210526315,0.8947368421052632,0.9333333333333332,0.023274559932318587,51
50,0.0019268035888671876,0.000264420096201864,0.005222225189208984,0.0009086731873640036,51,uniform,"{'kneighborsclassifier__n_neighbors': 51, 'kneighborsclassifier__weights': 'uniform'}",0.9298245614035088,0.9298245614035088,0.9649122807017544,0.9298245614035088,0.8947368421052632,0.9298245614035088,0.022191422176620207,52
