,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,23.432919549942017,0.13889263038937896,2.367400884628296,0.006963181201415797,True,balanced,10,auto,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
155,19.990523862838746,0.3643064769335618,2.3485591888427733,0.02568705758039033,False,balanced,,sqrt,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
156,19.737505292892457,0.2007929406654684,2.3735838413238524,0.04628131733945002,False,balanced,,sqrt,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
157,19.80482931137085,0.26131762789446045,2.450403833389282,0.030788340384473974,False,balanced,,sqrt,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
72,31.328700923919676,0.3077871124256256,2.342179870605469,0.01747607958729874,True,balanced_subsample,20,auto,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
164,20.03838415145874,0.32130200648756807,2.4150209426879883,0.05755134190903418,False,balanced_subsample,10,auto,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
63,29.730846118927,0.15332007094212483,2.339465856552124,0.05941736520004819,True,balanced_subsample,10,sqrt,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
81,29.65568141937256,0.2028867806639354,2.3860056400299072,0.008369993606318236,True,balanced_subsample,20,sqrt,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
166,20.76192789077759,0.38566530830420725,2.472772789001465,0.1377954930245735,False,balanced_subsample,10,auto,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
173,19.839346981048585,0.2816800365905014,2.4250386714935304,0.0467962405675049,False,balanced_subsample,10,sqrt,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
174,20.096060132980348,0.2705089878429516,2.4689924240112306,0.032950066784025143,False,balanced_subsample,10,sqrt,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
175,20.19994020462036,0.1972392801681994,2.4490803241729737,0.048999141206972734,False,balanced_subsample,10,sqrt,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
45,23.64906072616577,0.2434159674882851,2.3263435840606688,0.0691702082405085,True,balanced,,sqrt,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
182,19.848097467422484,0.2738472416193986,2.413104009628296,0.04037565094700083,False,balanced_subsample,20,auto,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
183,19.77903084754944,0.21425740688735745,2.380150032043457,0.03706908627987509,False,balanced_subsample,20,auto,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
54,30.19017939567566,0.71740306932337,2.395617055892944,0.026432814022884613,True,balanced_subsample,10,auto,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
184,20.693355131149293,0.5825426951156935,2.9568178176879885,0.28509265812134643,False,balanced_subsample,20,auto,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
148,19.781992959976197,0.19978639587461247,2.428165149688721,0.07408270732498577,False,balanced,,auto,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
146,19.767052364349365,0.34178632156787303,2.4095088958740236,0.02037372260389317,False,balanced,,auto,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
121,19.995567560195923,0.2564678870533441,2.431592655181885,0.028097238674447293,False,balanced,10,sqrt,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
120,19.963913106918334,0.2690946226237823,2.496108341217041,0.07308137679689183,False,balanced,10,sqrt,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
119,20.396340799331664,0.701856720703289,2.4676970481872558,0.04067699951143704,False,balanced,10,sqrt,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
128,19.85383129119873,0.2334266831305716,2.414598560333252,0.056658861453559466,False,balanced,20,auto,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
129,19.75633087158203,0.2279747181699567,2.393664741516113,0.0496961592070048,False,balanced,20,auto,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
112,19.621025705337523,0.21874511019720788,2.454932165145874,0.06810551539054512,False,balanced,10,auto,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
147,19.892567205429078,0.21987253148347174,2.360257863998413,0.031219222827054777,False,balanced,,auto,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
111,19.726019620895386,0.3421775176664631,2.4187195777893065,0.012439780673667947,False,balanced,10,auto,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
130,19.703627395629884,0.30275592062892864,2.464993190765381,0.03748179795925157,False,balanced,20,auto,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
99,30.80252847671509,0.8353562499119506,2.903511619567871,0.21565337722058747,True,balanced_subsample,,sqrt,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
137,20.027970457077025,0.1996138200319681,2.435235023498535,0.07074354512410416,False,balanced,20,sqrt,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
138,19.930170106887818,0.3191560145904216,2.4538094997406006,0.016402101654031418,False,balanced,20,sqrt,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
139,19.78691906929016,0.3380258913048965,2.460786485671997,0.18184353031532968,False,balanced,20,sqrt,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
90,30.34249358177185,0.3211646333966454,2.393283319473267,0.0689314018380415,True,balanced_subsample,,auto,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
110,19.836363315582275,0.23107426555000868,2.4320729255676268,0.025287105655087606,False,balanced,10,auto,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
36,23.826134395599365,0.5766021823497168,2.3445221424102782,0.05996013738849844,True,balanced,,auto,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
165,20.0641628742218,0.14258187094400812,2.5032651901245115,0.17880105668283824,False,balanced_subsample,10,auto,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
27,23.241486406326295,0.49069525058527613,2.376953649520874,0.08638286934012734,True,balanced,20,sqrt,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
210,21.844461059570314,0.9028647727304971,2.474050235748291,0.018737900798848274,False,balanced_subsample,,sqrt,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
211,20.352179956436157,0.17299393960990175,2.4918540954589843,0.04889114107076681,False,balanced_subsample,,sqrt,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
18,22.700964164733886,0.10313232298438811,2.322649049758911,0.03212575197594175,True,balanced,20,auto,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
193,19.683646631240844,0.29330066497896207,2.3831692695617677,0.02438969115253985,False,balanced_subsample,20,sqrt,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
9,22.649998569488524,0.19075784745222013,2.36263427734375,0.03616179195088848,True,balanced,10,sqrt,1,2,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9473684210526315,1.0,1.0,0.9473684210526315,0.9719298245614036,0.023797649063597454,1
192,19.91313600540161,0.29716548588190084,2.4025220394134523,0.04157803042994321,False,balanced_subsample,20,sqrt,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
200,20.072381734848022,0.22670322523681163,2.4941213130950928,0.20817267684862867,False,balanced_subsample,,auto,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
201,20.559353828430176,0.3130052428016998,2.4757344245910646,0.07485574272146825,False,balanced_subsample,,auto,2,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
202,20.241319751739503,0.4121035614251524,2.387871789932251,0.026239545042890593,False,balanced_subsample,,auto,2,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10000}",0.9824561403508771,0.9298245614035088,1.0,1.0,0.9473684210526315,0.9719298245614036,0.02850539791100337,1
209,21.80091323852539,1.092780142765843,2.844689130783081,0.6943259999057705,False,balanced_subsample,,sqrt,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
191,19.88214726448059,0.18597637892099494,2.4216164112091065,0.0577342718997705,False,balanced_subsample,20,sqrt,1,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9649122807017544,0.9719298245614036,0.026257244819466254,1
145,20.189633274078368,0.31168115947170244,2.407732343673706,0.0416021598900075,False,balanced,,auto,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
158,19.991389131546022,0.33561909385747496,2.424275016784668,0.034557639326321096,False,balanced,,sqrt,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
207,22.525636863708495,0.918337925308818,2.5126657485961914,0.0847376048163341,False,balanced_subsample,,sqrt,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
136,19.920704793930053,0.2518505900967802,2.415713882446289,0.058537000032942696,False,balanced,20,sqrt,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
73,30.241854000091553,0.8610869211023029,2.412689447402954,0.01473520591137626,True,balanced_subsample,20,auto,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
135,19.803229331970215,0.368773200779758,2.4268971920013427,0.04635891703559011,False,balanced,20,sqrt,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
198,20.135511493682863,0.2990884013298292,2.412190294265747,0.032643809824637486,False,balanced_subsample,,auto,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
199,20.020765781402588,0.16602946227902926,2.4141746044158934,0.04823561598415577,False,balanced_subsample,,auto,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
19,23.323494958877564,0.1929754311404684,2.5048325061798096,0.14197781225047768,True,balanced,20,auto,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
154,20.074788570404053,0.3163630428272572,2.459709119796753,0.019359481546617933,False,balanced,,sqrt,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
153,20.053132915496825,0.2440793482683173,2.4130122661590576,0.04477179230868897,False,balanced,,sqrt,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
108,19.833579730987548,0.27370081202601027,2.455680084228516,0.02160288705282903,False,balanced,10,auto,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
140,20.986759853363036,0.6511114833057698,2.6643840789794924,0.35667025513323686,False,balanced,20,sqrt,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
131,19.764537239074706,0.30114896369232286,2.443317413330078,0.04504584913891384,False,balanced,20,auto,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
82,29.746323537826537,0.24250043821582473,2.3467145919799806,0.047809591022299994,True,balanced_subsample,20,sqrt,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
208,20.95421600341797,0.31141611512116535,2.512385845184326,0.081409001021526,False,balanced_subsample,,sqrt,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
91,30.055875492095947,0.22281628925079708,2.363641595840454,0.058403226003361175,True,balanced_subsample,,auto,1,5,10000,"{'bootstrap': True, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
203,19.882061815261842,0.20987184925742233,2.4048983573913576,0.05714268936227319,False,balanced_subsample,,auto,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
149,19.824927711486815,0.2800239131756236,2.409618091583252,0.02240113793131606,False,balanced,,auto,2,10,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,0.9824561403508771,1.0,0.9649122807017544,0.968421052631579,0.023274559932318587,49
144,21.21126871109009,0.3216529631912519,2.589383125305176,0.3280705006862198,False,balanced,,auto,1,2,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
109,20.005271911621094,0.20116363140039084,2.465610313415527,0.03677276634222567,False,balanced,10,auto,1,5,10000,"{'bootstrap': False, 'class_weight': 'balanced', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10000}",0.9649122807017544,0.9298245614035088,1.0,1.0,0.9473684210526315,0.968421052631579,0.0280701754385965,49
