,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
24,0.07118234634399415,0.0028144175741983057,0.005808210372924805,0.0004932568592340716,entropy,7,best,"{'criterion': 'entropy', 'max_depth': 7, 'splitter': 'best'}",0.9291784702549575,0.9131736526946108,0.9088235294117647,0.9621451104100947,0.6882217090069284,0.8803084943556712,0.09785301756629047,19
8,0.07471404075622559,0.0028183434463545987,0.005126047134399414,0.0012491624173138491,gini,9,best,"{'criterion': 'gini', 'max_depth': 9, 'splitter': 'best'}",0.9116809116809117,0.9420731707317073,0.9085872576177285,0.9541284403669725,0.6831460674157304,0.87992316956261,0.09992042525757705,20
32,0.08326592445373535,0.003397507846625889,0.005581712722778321,0.000280684861970375,entropy,11,best,"{'criterion': 'entropy', 'max_depth': 11, 'splitter': 'best'}",0.9178470254957507,0.9242424242424242,0.9142857142857143,0.9625,0.680365296803653,0.8798480921655084,0.10121803098869978,21
14,0.09032235145568848,0.0014028138528125321,0.005302953720092774,0.00031589799190267283,gini,12,best,"{'criterion': 'gini', 'max_depth': 12, 'splitter': 'best'}",0.9011627906976745,0.9361702127659575,0.9152542372881356,0.9378698224852071,0.7027649769585254,0.8786444080391,0.08899190902347676,22
36,0.08611083030700684,0.005016429629470681,0.0051901817321777345,0.00020472560113452955,entropy,13,best,"{'criterion': 'entropy', 'max_depth': 13, 'splitter': 'best'}",0.9145299145299145,0.9159420289855073,0.9221902017291066,0.9538461538461539,0.6816143497757847,0.8776245297732934,0.09904147002720186,23
11,0.023047685623168945,0.0015892938347156311,0.0055825233459472655,0.00028450977245647314,gini,10,random,"{'criterion': 'gini', 'max_depth': 10, 'splitter': 'random'}",0.8793103448275862,0.9539007092198581,0.8985074626865671,0.9484536082474226,0.7071240105540897,0.8774592271071047,0.089826547520293,24
21,0.01592679023742676,0.00026448620530986614,0.0060394287109375,0.00046412585149754974,entropy,5,random,"{'criterion': 'entropy', 'max_depth': 5, 'splitter': 'random'}",0.9479166666666666,0.8310249307479224,0.8304093567251462,0.9367816091954023,0.8136882129277566,0.8719641552525788,0.05791199040489175,25
19,0.027763223648071288,0.0049800316579401505,0.006249094009399414,0.000562880839428379,gini,14,random,"{'criterion': 'gini', 'max_depth': 14, 'splitter': 'random'}",0.8978978978978979,0.916923076923077,0.9178885630498533,0.9545454545454546,0.6566820276497696,0.8687874040132104,0.10762761875355752,26
35,0.022899293899536134,0.0024599846565456006,0.005400753021240235,0.00011384067477734422,entropy,12,random,"{'criterion': 'entropy', 'max_depth': 12, 'splitter': 'random'}",0.8825301204819277,0.9404388714733543,0.9247648902821317,0.9250814332247557,0.669683257918552,0.8684997146761443,0.10125940835823499,27
38,0.07578644752502442,0.004998322764672018,0.003482532501220703,7.877219963388331e-05,entropy,14,best,"{'criterion': 'entropy', 'max_depth': 14, 'splitter': 'best'}",0.9101449275362319,0.9166666666666666,0.9129213483146067,0.9294117647058824,0.6696428571428571,0.8677575128732489,0.09927661745102656,28
39,0.02332754135131836,0.0022838809950315956,0.005508804321289062,0.00037421542807740133,entropy,14,random,"{'criterion': 'entropy', 'max_depth': 14, 'splitter': 'random'}",0.9130434782608695,0.9450171821305842,0.9152046783625731,0.9473684210526315,0.6109979633401222,0.8663263446293561,0.12847118776807626,29
33,0.021558332443237304,0.0012476332702444283,0.0054686546325683595,0.00020010347347768458,entropy,11,random,"{'criterion': 'entropy', 'max_depth': 11, 'splitter': 'random'}",0.9448051948051948,0.8787878787878788,0.9046153846153846,0.9452887537993921,0.6570155902004454,0.8661025604416592,0.10754168859217347,30
13,0.021714305877685545,0.0010009044755369945,0.005295658111572265,0.00023223940513050157,gini,11,random,"{'criterion': 'gini', 'max_depth': 11, 'splitter': 'random'}",0.8704819277108434,0.9273927392739274,0.8941504178272981,0.940983606557377,0.6876456876456877,0.8641308758030266,0.09164817073660082,31
15,0.02550396919250488,0.0021539760482397617,0.006168937683105469,0.0007303699451178218,gini,12,random,"{'criterion': 'gini', 'max_depth': 12, 'splitter': 'random'}",0.9058441558441559,0.9161676646706587,0.9090909090909091,0.9279279279279279,0.6598173515981736,0.863769601826365,0.10225718278839395,32
31,0.01847367286682129,0.001702051072440928,0.005213499069213867,0.0002065664403207982,entropy,10,random,"{'criterion': 'entropy', 'max_depth': 10, 'splitter': 'random'}",0.8802228412256268,0.8830409356725146,0.904320987654321,0.961038961038961,0.6690821256038647,0.8595411702390576,0.09956068677804497,33
37,0.023894643783569335,0.002401195624054126,0.00528569221496582,0.00021653124425509367,entropy,13,random,"{'criterion': 'entropy', 'max_depth': 13, 'splitter': 'random'}",0.8797653958944281,0.9195046439628483,0.8910614525139665,0.9142857142857143,0.6510638297872341,0.8511362072888382,0.10109867976669337,34
1,0.01754937171936035,0.003265481641196799,0.006025266647338867,0.0006100627357346937,gini,5,random,"{'criterion': 'gini', 'max_depth': 5, 'splitter': 'random'}",0.9267399267399268,0.9,0.9657142857142857,0.9072164948453608,0.5483870967741935,0.8496115608147534,0.15232998951231003,35
25,0.01766505241394043,0.0013795656383858057,0.005253744125366211,0.0003075946522161499,entropy,7,random,"{'criterion': 'entropy', 'max_depth': 7, 'splitter': 'random'}",0.8821548821548821,0.851063829787234,0.909967845659164,0.9196428571428571,0.6811594202898551,0.8487977670067985,0.08715647168195872,36
3,0.01857786178588867,0.0013686512793585255,0.005338001251220703,0.000398571018256125,gini,6,random,"{'criterion': 'gini', 'max_depth': 6, 'splitter': 'random'}",0.8838028169014085,0.9078498293515358,0.8925081433224755,0.9384615384615385,0.6157760814249363,0.847679681892379,0.1174355515797781,37
29,0.01973757743835449,0.0017189377418373997,0.005259466171264648,0.0002768178068936406,entropy,9,random,"{'criterion': 'entropy', 'max_depth': 9, 'splitter': 'random'}",0.9337748344370861,0.9246575342465754,0.8653846153846154,0.9455128205128205,0.5618448637316562,0.8462349336625508,0.1448543126819408,38
7,0.01885228157043457,0.0027227604133735523,0.0048068523406982425,0.0005299038712126835,gini,8,random,"{'criterion': 'gini', 'max_depth': 8, 'splitter': 'random'}",0.8844884488448845,0.9333333333333333,0.8953846153846153,0.9161676646706587,0.5570093457943925,0.8372766816055769,0.1411424316120063,39
23,0.017745447158813477,0.000987601443386633,0.005212593078613281,0.00024337258453165534,entropy,6,random,"{'criterion': 'entropy', 'max_depth': 6, 'splitter': 'random'}",0.9112627986348123,0.8899082568807339,0.8220640569395018,0.9506726457399103,0.5337186897880539,0.8215252895966024,0.1498272468580929,40
